公司名称,股票代码,顶格申购金额,发行价格,收盘价,网上中签率,一签获利,上市日期,inc,
晶晨股份,688099,75000,38.5,143.36,0.05259,52945,2019/8/8,2784.37755,
柯力传感,603662,110000,19.83,28.56,0.03173,29520,2019/8/6,936.6696,
XD神马电,603530,120000,5.94,8.55,0.03995,19470,2019/8/5,777.8265,
苏州银行,2966,1000000,7.86,11.32,0.13094,2800,2019/8/2,366.632,16642.49435
国联股份,603613,140000,15.13,21.79,0.03256,30000,2019/7/30,976.8,
景津环保,603279,120000,13.56,19.53,0.04039,17480,2019/7/29,706.0172,
科瑞技术,2957,120000,15.1,21.74,0.03699,13085,2019/7/26,484.01415,
大胜达,603687,150000,7.35,10.58,0.04446,15110,2019/7/26,671.7906,
丸美股份,603983,120000,20.54,29.58,0.04165,26450,2019/7/25,1101.6425,
国林科技,300786,130000,26.02,37.47,0.01467,26720,2019/7/23,391.9824,
嘉元科技,688388,160000,28.26,56.66,0.05219,12120,2019/7/22,632.5428,
乐鑫科技,688018,50000,62.6,129.11,0.04717,33165,2019/7/22,1564.39305,
华兴源创,688001,75000,24.26,55.5,0.05985,13850,2019/7/22,828.9225,
睿创微纳,688002,105000,20,50.2,0.06025,12830,2019/7/22,773.0075,
天准科技,688003,135000,25.5,47.4,0.05497,10120,2019/7/22,556.2964,
杭可科技,688006,75000,27.43,54.62,0.05865,11205,2019/7/22,657.17325,
澜起科技,688008,155000,24.8,74.92,0.06125,26730,2019/7/22,1637.2125,
容百科技,688005,85000,26.62,49.53,0.05326,9020,2019/7/22,480.4052,
光峰科技,688007,115000,17.5,38.84,0.05555,8410,2019/7/22,467.1755,
中国通号,688009,2520000,5.85,12.27,0.22538,2360,2019/7/22,531.8968,
福光股份,688010,105000,25.22,48.67,0.0502,10115,2019/7/22,507.773,
新光光电,688011,70000,38.09,70.17,0.04716,13295,2019/7/22,626.9922,
中微公司,688012,100000,29.01,81.03,0.05514,27800,2019/7/22,1532.892,
航天宏图,688066,115000,17.25,47.6,0.04932,12230,2019/7/22,603.1836,
安集科技,688019,35000,39.19,196.01,0.04644,59705,2019/7/22,2772.7002,
交控科技,688015,100000,16.18,37.9,0.04831,8810,2019/7/22,425.6111,
天宜上佳,688033,90000,20.37,40.08,0.05326,7795,2019/7/22,415.1617,
沃尔德,688028,55000,26.68,56,0.04661,11755,2019/7/22,547.90055,
瀚川智能,688022,75000,25.79,50.19,0.04715,11245,2019/7/22,530.20175,
方邦股份,688020,55000,53.88,101.1,0.04687,20035,2019/7/22,939.04045,
铂力特,688333,35000,33,64.33,0.05444,12410,2019/7/22,675.6004,
西部超导,688122,80000,15,54.99,0.05516,13010,2019/7/22,717.6316,
虹软科技,688088,75000,28.88,65.55,0.05383,16320,2019/7/22,878.5056,
南微医学,688029,95000,52.45,110.51,0.04814,27195,2019/7/22,1309.1673,
心脉医疗,688016,40000,46.23,158.3,0.04857,47275,2019/7/22,2296.14675,
宏和科技,603256,260000,4.43,6.38,0.06035,16960,2019/7/19,1023.536,
移远通信,603236,80000,43.93,63.26,0.02939,56520,2019/7/16,1661.1228,
值得买,300785,130000,28.42,40.92,0.01374,57220,2019/7/15,786.2028,
三只松鼠,300783,120000,14.68,21.14,0.03982,19750,2019/7/12,786.445,
中信出版,300788,190000,14.85,21.38,0.03664,10290,2019/7/5,377.0256,
红塔证券,601236,1090000,3.46,4.98,0.1513,10130,2019/7/5,1532.669,
中国卫通,601698,1200000,2.72,3.92,0.16699,8310,2019/6/28,1387.6869,
新化股份,603867,140000,16.29,23.46,0.03286,19460,2019/6/27,639.4556,
海油发展,600968,5590000,2.04,2.94,0.61479,2480,2019/6/26,1524.6792,
朗进科技,300594,85000,19.02,27.39,0.02743,14300,2019/6/21,392.249,
ST松炀,603863,200000,9.95,14.33,0.03839,17860,2019/6/21,685.6454,
元利科技,603217,90000,54.96,79.14,0.02679,24820,2019/6/20,664.9278,
西麦食品,2956,200000,36.66,52.79,0.01579,14550,2019/6/19,229.7445,
卓胜微,300782,100000,35.29,50.82,0.02812,53840,2019/6/18,1513.9808,
国茂股份,603915,250000,10.35,14.9,0.06022,12900,2019/6/14,776.838,
因赛集团,300781,80000,16.53,23.8,0.02664,14460,2019/6/6,385.2144,
德恩精工,300780,145000,11.58,16.68,0.03163,11480,2019/5/31,363.1124,
福蓉科技,603327,150000,8.45,12.17,0.04275,19180,2019/5/23,819.945,
鸿合科技,2955,135000,52.41,75.47,0.02636,12045,2019/5/23,317.5062,
惠城环保,300779,100000,13.59,19.57,0.02573,13170,2019/5/22,338.8641,
泉峰汽车,603982,200000,9.79,14.1,0.03535,15200,2019/5/22,537.32,
三角防务,300775,140000,5.91,8.51,0.04064,10385,2019/5/21,422.0464,
帝尔激光,300776,160000,57.71,83.1,0.01448,30440,2019/5/17,440.7712,
中简科技,300777,110000,6.06,8.73,0.03952,11740,2019/5/16,463.9648,
宝丰能源,600989,2200000,11.12,16.01,0.24555,5230,2019/5/16,1284.2265,
鸿远电子,603267,160000,20.24,29.15,0.03322,24610,2019/5/15,817.5442,
新城市,300778,200000,27.33,39.36,0.01504,13525,2019/5/10,203.416,
日丰股份,2953,170000,10.52,15.15,0.02879,7050,2019/5/9,202.9695,
有友食品,603697,310000,7.87,11.33,0.04585,14220,2019/5/8,651.987,
中创物流,603967,260000,15.32,22.06,0.0408,13400,2019/4/29,546.72,
运达股份,300772,280000,6.52,9.39,0.04111,7020,2019/4/26,288.5922,
拉卡拉,300773,120000,33.28,47.92,0.03577,17885,2019/4/25,639.74645,
智莱科技,300771,100000,30.24,43.55,0.02554,17940,2019/4/22,458.1876,
新媒股份,300770,125000,36.17,52.08,0.02831,18565,2019/4/19,525.57515,
天味食品,603317,120000,13.46,19.38,0.03802,20010,2019/4/16,760.7802,
德方纳米,300769,100000,41.78,60.16,0.01194,37065,2019/4/15,442.5561,
博通集成,603068,130000,18.63,26.83,0.03053,40450,2019/4/15,1234.9385,
迪普科技,300768,120000,11.23,16.17,0.03561,14740,2019/4/12,524.8914,
三美股份,603379,170000,32.43,46.7,0.04762,28780,2019/4/2,1370.5036,
震安科技,300767,200000,19.19,27.63,0.01618,17850,2019/3/29,288.813,
亚世光电,2952,65000,31.14,44.84,0.01883,22205,2019/3/28,418.12015,
永冠新材,603681,160000,10,14.4,0.03617,22970,2019/3/26,830.8249,
青农商行,2958,1665000,3.96,5.7,0.19383,2910,2019/3/26,564.0453,
每日互动,300766,120000,13.08,18.84,0.03803,28590,2019/3/25,1087.2777,
新诺威,300765,200000,24.47,35.24,0.03599,14485,2019/3/22,521.31515,
锦浪科技,300763,200000,26.64,38.36,0.01713,22430,2019/3/19,384.2259,
金时科技,2951,135000,9.94,14.31,0.03796,11905,2019/3/15,451.9138,
上海瀚讯,300762,130000,16.28,23.44,0.03216,40030,2019/3/14,1287.3648,
奥美医疗,2950,140000,11.03,15.88,0.04138,12870,2019/3/11,532.5606,
西安银行,600928,1330000,4.68,6.74,0.2084,6320,2019/3/1,1317.088,
华阳国际,2949,195000,10.51,15.13,0.03745,11520,2019/2/26,431.424,
七彩化学,300758,105000,22.09,31.81,0.03096,16635,2019/2/22,515.0196,
威派格,603956,120000,5.7,8.21,0.04929,22610,2019/2/22,1114.4469,
立华股份,300761,120000,29.35,42.26,0.04884,21440,2019/2/18,1047.1296,
福莱特,601865,450000,2,2.88,0.10196,13240,2019/2/15,1349.9504,
恒铭达,2947,120000,18.72,26.96,0.03216,13875,2019/2/1,446.22,
威尔药业,603351,160000,35.5,51.12,0.01832,24210,2019/1/30,443.5272,
华致酒行,300755,230000,16.79,24.18,0.04674,5930,2019/1/29,277.1682,
康龙化成,300759,195000,7.66,11.03,0.05665,14680,2019/1/28,831.622,
新乳业,2946,255000,5.45,7.85,0.0602,6040,2019/1/25,363.608,
明阳智能,601615,820000,4.75,6.84,0.15042,6010,2019/1/23,904.0242,
宁水集团,603700,150000,16.63,23.95,0.0406,14150,2019/1/22,574.49,
青岛港,601298,1360000,4.61,6.64,0.22025,3670,2019/1/21,808.3175,
苏州龙杰,603332,110000,19.44,27.99,0.03698,27840,2019/1/17,1029.5232,
华林证券,2945,810000,3.62,5.21,0.13583,3115,2019/1/17,423.11045,
青岛银行,2948,1350000,4.52,6.51,0.20602,1530,2019/1/16,315.2106,
蔚蓝生物,603739,140000,10.19,14.67,0.04346,22730,2019/1/16,987.8458,
华培动力,603121,180000,11.79,16.98,0.04463,15460,2019/1/11,689.9798,
罗博特科,300757,200000,21.56,31.05,0.02008,17795,2019/1/8,357.3236,
紫金银行,601860,1090000,3.14,4.52,0.19429,3840,2019/1/3,746.0736,
上机数控,603185,120000,34.1,49.1,0.03816,18280,2018/12/28,697.5648,
金马游乐,300756,100000,53.86,77.56,0.01457,17230,2018/12/28,251.0411,
利通电子,603629,100000,19.29,27.78,0.03377,19660,2018/12/24,663.9182,
爱朋医疗,300753,70000,15.8,22.75,0.03138,13465,2018/12/13,422.5317,
新农股份,2942,120000,14.33,20.64,0.03084,9215,2018/12/5,284.1906,
隆利科技,300752,180000,20.87,30.05,0.01842,22830,2018/11/30,420.5286,
宇晶股份,2943,100000,17.61,25.36,0.02898,12500,2018/11/29,362.25,
海容冷链,603187,200000,32.25,46.44,0.02018,32650,2018/11/29,658.877,
新疆交建,2941,195000,7.18,10.34,0.05316,7060,2018/11/28,375.3096,
中国人保,601319,3030000,3.34,4.81,0.4389,4180,2018/11/16,1834.602,
中贝通信,603220,330000,7.85,11.3,0.06235,14160,2018/11/15,882.876,
迈为股份,300751,130000,56.68,81.62,0.01622,29780,2018/11/9,483.0316,
宇信科技,300674,120000,8.36,12.04,0.04683,11430,2018/11/7,535.2669,
长城证券,2939,930000,6.31,9.09,0.16105,3925,2018/10/26,632.12125,
昂利康,2940,90000,23.07,33.22,0.02896,12365,2018/10/23,358.0904,
天风证券,601162,1550000,1.79,2.58,0.24625,6050,2018/10/19,1489.8125,
迈瑞医疗,300760,360000,48.8,70.27,0.07814,15925,2018/10/16,1244.3795,
蠡湖股份,300694,215000,9.89,14.24,0.04283,6525,2018/10/15,279.46575,
长沙银行,601577,1020000,7.99,11.51,0.16804,3880,2018/9/26,651.9952,
兴瑞科技,2937,180000,9.94,14.31,0.03705,8890,2018/9/26,329.3745,
顶固集创,300749,110000,12.22,17.6,0.03312,10705,2018/9/25,354.5496,
金力永磁,300748,120000,5.39,7.76,0.0457,10385,2018/9/21,474.5945,
捷昌驱动,603583,120000,29.17,42,0.03428,24480,2018/9/21,839.1744,
郑州银行,2936,1800000,4.59,6.61,0.24612,1495,2018/9/19,367.9494,
鹏鼎控股,2938,690000,16.07,23.14,0.11702,5545,2018/9/18,648.8759,
丰山集团,603810,200000,25.43,36.62,0.01908,25250,2018/9/17,481.77,
雅运股份,603790,130000,10.98,15.81,0.03984,22080,2018/9/12,879.6672,
永新光学,603297,80000,25.87,37.25,0.03031,31620,2018/9/10,958.4022,
天奥电子,2935,80000,19.38,27.91,0.03479,21655,2018/9/3,753.37745,
中铝国际,601068,880000,3.45,4.97,0.14839,6890,2018/8/31,1022.4071,
新兴装备,2933,115000,22.45,32.33,0.0306,24260,2018/8/28,742.356,
汇得科技,603192,100000,19.6,28.22,0.03356,32730,2018/8/28,1098.4188,
康辰药业,603590,160000,24.34,35.05,0.03835,30720,2018/8/27,1178.112,
捷佳伟创,300724,320000,14.16,20.39,0.05356,10500,2018/8/10,562.38,
长城军工,601606,440000,3.33,4.8,0.08738,16580,2018/8/6,1448.7604,
春光科技,603657,90000,18.46,26.58,0.03097,37330,2018/7/30,1156.1101,
长飞光纤,601869,220000,26.71,38.46,0.05849,38390,2018/7/20,2245.4311,
密尔克卫,603713,150000,11.27,16.23,0.03578,38760,2018/7/13,1386.8328,
明德生物,2932,165000,20.45,29.45,0.01453,37055,2018/7/10,538.40915,
芯能科技,603105,260000,4.83,6.96,0.06069,21940,2018/7/9,1331.5386,
东方环宇,603706,160000,13.09,18.85,0.03488,34050,2018/7/9,1187.664,
江苏新能,603693,350000,9,12.96,0.07148,26180,2018/7/3,1871.3464,
彤程新材,603650,170000,12.32,17.74,0.04762,28450,2018/6/27,1354.789,
锐科激光,300747,125000,38.11,54.88,0.03008,74605,2018/6/25,2244.1184,
地素时尚,603587,180000,27.52,39.63,0.04744,17880,2018/6/22,848.2272,
中信建投,601066,1200000,5.42,7.8,0.15749,6070,2018/6/20,955.9643,
南京证券,601990,820000,3.79,5.46,0.12101,6190,2018/6/13,749.0519,
亿嘉和,603666,170000,34.46,49.62,0.01555,67770,2018/6/12,1053.8235,
绿色动力,601330,340000,3.29,4.74,0.06637,16480,2018/6/11,1093.7776,
宁德时代,300750,650000,25.14,36.2,0.09373,20980,2018/6/11,1966.4554,
工业富联,601138,4130000,13.77,19.83,0.34208,11200,2018/6/8,3831.296,
科沃斯,603486,120000,20.02,28.83,0.03879,60450,2018/5/28,2344.8555,
汉嘉设计,300746,210000,5.62,8.09,0.03609,14075,2018/5/25,507.96675,
欣锐科技,300745,110000,11.65,16.78,0.0285,24990,2018/5/23,712.215,
福达合金,603045,90000,9.65,13.9,0.02758,47140,2018/5/17,1300.1212,
深信服,300454,120000,30.07,43.3,0.03702,39070,2018/5/16,1446.3714,
亚普股份,603013,180000,11.67,16.8,0.04592,27070,2018/5/9,1243.0544,
越博动力,300742,195000,23.34,33.61,0.01564,39290,2018/5/8,614.4956,
药明康德,603259,310000,21.6,31.1,0.06106,106540,2018/5/8,6505.3324,
天地数码,300743,165000,14.7,21.17,0.01413,41295,2018/4/27,583.49835,
伯特利,603596,120000,15.1,21.74,0.04019,32290,2018/4/27,1297.7351,
文灿股份,603348,220000,15.26,21.97,0.03906,26040,2018/4/26,1017.1224,
仙鹤股份,603733,180000,13.59,19.57,0.04716,17600,2018/4/20,830.016,
鼎胜新材,603876,190000,13.54,19.5,0.04796,21370,2018/4/18,1024.9052,
沃格光电,603773,90000,33.37,48.05,0.02673,58350,2018/4/17,1559.6955,
振德医疗,603301,100000,19.82,28.54,0.02683,55180,2018/4/12,1480.4794,
长城科技,603897,170000,17.66,25.43,0.03601,26170,2018/4/10,942.3817,
锋龙股份,2931,85000,12.36,17.8,0.0238,19215,2018/4/3,457.317,
天邑股份,300504,255000,13.06,18.81,0.04151,14905,2018/3/30,618.70655,
爱婴室,603214,100000,19.95,28.73,0.02664,44590,2018/3/30,1187.8776,
宏川智慧,2930,240000,8.53,12.28,0.03622,10230,2018/3/28,370.5306,
雪天盐业,600929,450000,3.71,5.34,0.07875,14750,2018/3/26,1161.5625,
彩讯股份,300634,120000,7.17,10.32,0.03757,22290,2018/3/23,837.4353,
倍加洁,603059,200000,24.07,34.66,0.01651,25660,2018/3/2,423.6466,
华夏航空,2928,120000,20.64,29.72,0.03803,13080,2018/3/2,497.4324,
华宝股份,300741,180000,38.6,55.58,0.04743,8565,2018/3/1,406.23795,
江苏租赁,600901,1910000,6.25,9,0.21812,4450,2018/3/1,970.634,
润建股份,2929,220000,23.95,34.49,0.03542,12875,2018/3/1,456.0325,
今创集团,603680,120000,32.69,47.07,0.04026,18590,2018/2/27,748.4334,
七一二,603712,300000,4.55,6.55,0.05856,20330,2018/2/26,1190.5248,
泰永长征,2927,90000,14.78,21.28,0.0237,10985,2018/2/23,260.3445,
养元饮品,603156,160000,78.73,113.37,0.03367,26060,2018/2/12,877.4402,
水羊股份,300740,160000,21.23,30.57,0.03018,11235,2018/2/8,339.0723,
中源家居,603709,200000,19.86,28.6,0.01529,15030,2018/2/8,229.8087,
南京聚隆,300644,160000,18.03,25.96,0.01335,11205,2018/2/6,149.58675,
嘉友国际,603871,200000,41.89,60.32,0.01522,33100,2018/2/6,503.782,
华西证券,2926,1575000,9.46,13.62,0.16279,3525,2018/2/5,573.83475,
淳中科技,603516,80000,19.64,28.28,0.02683,25900,2018/2/2,694.897,
南都物业,603506,190000,16.25,23.4,0.01527,18870,2018/2/1,288.1449,
明阳电路,300739,105000,22.3,32.11,0.02948,10400,2018/2/1,306.592,
成都银行,601838,1080000,6.99,10.07,0.13843,9240,2018/1/31,1279.0932,
科顺股份,300737,455000,9.95,14.33,0.07234,5145,2018/1/25,372.1893,
华菱精工,603356,130000,10.21,14.7,0.02915,15840,2018/1/24,461.736,
天永智能,603895,190000,18.33,26.4,0.01522,30850,2018/1/22,469.537,
奥飞数据,300738,160000,18.15,26.14,0.01364,23000,2018/1/19,313.72,
万兴科技,300624,200000,16.55,23.83,0.01485,21370,2018/1/18,317.3445,
美凯龙,601828,940000,10.23,14.73,0.12436,12870,2018/1/17,1600.5132,
德邦股份,603056,300000,4.84,6.97,0.05685,18920,2018/1/16,1075.602,
西菱动力,300733,160000,12.9,18.58,0.02978,8985,2018/1/16,267.5733,
盈趣科技,2925,225000,22.5,32.4,0.04294,28970,2018/1/15,1243.9718,
百邦科技,300736,135000,19.18,27.62,0.01281,20005,2018/1/9,256.26405,
科华控股,603161,130000,16.75,24.12,0.02921,21030,2018/1/5,614.2863,
鹏鹞环保,300664,240000,8.88,12.79,0.04911,7865,2018/1/5,386.25015,
润都股份,2923,100000,17.01,24.49,0.02278,12875,2018/1/5,293.2925,
新疆火炬,603080,140000,13.6,19.58,0.02999,40120,2018/1/3,1203.1988,
上海雅仕,603329,130000,10.54,15.18,0.02893,21890,2017/12/29,633.2777,
伊戈尔,2922,130000,12.41,17.87,0.0257,10810,2017/12/29,277.817,
朗博科技,603655,100000,6.46,9.3,0.02703,24120,2017/12/29,651.9636,
光弘科技,300735,350000,9.99,14.39,0.04582,9025,2017/12/29,413.5255,
联诚精密,2921,200000,11.55,16.63,0.01385,13825,2017/12/27,191.47625,
中石科技,300684,85000,8,11.52,0.02425,23600,2017/12/27,572.3,
德赛西威,2920,300000,20.42,29.4,0.051,11955,2017/12/26,609.705,
赛腾股份,603283,160000,6.9,9.94,0.03085,27070,2017/12/25,835.1095,
蒙娜丽莎,2918,155000,31.29,45.06,0.0272,13765,2017/12/19,374.408,
巨星农牧,603477,240000,5.58,8.04,0.0382,14430,2017/12/18,551.226,
名臣健康,2919,70000,12.56,18.09,0.02305,15110,2017/12/18,348.2855,
华能水电,600025,5400000,2.17,3.12,0.51337,2310,2017/12/15,1185.8847,
深南电路,2916,280000,19.3,27.79,0.03531,33565,2017/12/13,1185.18015,
春秋电子,603890,130000,23.72,34.16,0.02874,18950,2017/12/12,544.623,
设研院,300732,180000,41.42,59.64,0.0136,20905,2017/12/12,284.308,
科创新源,300731,85000,13.24,19.07,0.02372,10030,2017/12/8,237.9116,
金奥博,2917,80000,11.64,16.76,0.02858,7570,2017/12/8,216.3506,
科创信息,300730,90000,8.36,12.04,0.02391,16595,2017/12/5,396.78645,
中欣氟材,2915,110000,6.43,9.26,0.02286,15095,2017/12/5,345.0717,
合力科技,603917,110000,14.22,20.48,0.02512,17890,2017/12/4,449.3968,
奥士康,2913,140000,30.38,43.75,0.02516,12790,2017/12/1,321.7964,
好太太,603848,120000,7.89,11.36,0.03506,15880,2017/12/1,556.7528,
乐歌股份,300729,85000,16.06,23.13,0.02273,10895,2017/12/1,247.64335,
香飘飘,603711,100000,14.18,20.42,0.03825,17370,2017/11/30,664.4025,
豪能股份,603809,90000,22.39,32.24,0.02747,19210,2017/11/28,527.6987,
晨丰科技,603685,100000,21.04,30.3,0.02406,20120,2017/11/27,484.0872,
润禾材料,300727,95000,8.34,12.01,0.02392,11390,2017/11/27,272.4488,
佛燃能源,2911,165000,13.94,20.07,0.03488,6540,2017/11/22,228.1152,
山东出版,601019,800000,10.16,14.63,0.10127,6710,2017/11/22,679.5217,
恒林股份,603661,100000,56.88,81.91,0.0236,35860,2017/11/21,846.296,
中新赛克,2912,165000,30.22,43.52,0.01158,33215,2017/11/21,384.6297,
宏达电子,300726,120000,11.16,16.07,0.03335,11350,2017/11/21,378.5225,
水星家纺,603365,260000,16,23.04,0.03758,13280,2017/11/20,499.0624,
中曼石油,603619,120000,22.61,32.56,0.03686,19330,2017/11/17,712.5038,
爱柯迪,600933,410000,11.01,15.85,0.06494,10320,2017/11/17,670.1808,
中农立华,603970,130000,12.47,17.96,0.02686,16110,2017/11/16,432.7146,
一品红,300723,160000,17.05,24.55,0.02782,11410,2017/11/16,317.4262,
盘龙药业,2864,85000,10.03,14.44,0.02056,11260,2017/11/16,231.5056,
珀莱雅,603605,200000,15.34,22.09,0.03312,22260,2017/11/15,737.2512,
怡达股份,300721,80000,16.71,24.06,0.02202,11615,2017/11/15,255.7623,
大业股份,603278,200000,15.31,22.05,0.03343,18190,2017/11/13,608.0917,
乐惠国际,603076,180000,19.71,28.38,0.01405,27590,2017/11/13,387.6395,
药石科技,300725,180000,11.32,16.3,0.01328,29660,2017/11/10,393.8848,
苏博特,603916,300000,9.02,12.99,0.04094,13440,2017/11/10,550.2336,
剑桥科技,603083,90000,15.05,21.67,0.02504,40530,2017/11/10,1014.8712,
新余国科,300722,200000,8.99,12.95,0.01381,15160,2017/11/10,209.3596,
国立科技,300716,105000,12.14,17.48,0.02421,10365,2017/11/9,250.93665,
安达维尔,300719,165000,12.19,17.55,0.02895,10990,2017/11/9,318.1605,
贵州燃气,600903,360000,2.21,3.18,0.06048,8770,2017/11/7,530.4096,
振江股份,603507,120000,26.25,37.8,0.02697,34590,2017/11/6,932.8923,
长盛轴承,300718,100000,18.56,26.73,0.0236,16515,2017/11/6,389.754,
海川智能,300720,180000,11.74,16.91,0.01309,16070,2017/11/6,210.3563,
东宏股份,603856,190000,10.89,15.68,0.03285,18850,2017/11/6,619.2225,
华信新材,300717,160000,14.24,20.51,0.01241,17600,2017/11/6,218.416,
璞泰来,603659,180000,16.53,23.8,0.04426,45180,2017/11/3,1999.6668,
丽岛新材,603937,200000,9.59,13.81,0.03406,17300,2017/11/2,589.238,
佳力图,603912,140000,8.64,12.44,0.02936,24560,2017/11/1,721.0816,
广哈通信,300711,140000,8.35,12.02,0.02769,13595,2017/11/1,376.44555,
英可瑞,300713,50000,40.29,58.02,0.0168,44315,2017/11/1,744.492,
庄园牧场,2910,185000,7.46,10.74,0.02794,10210,2017/10/31,285.2674,
永福股份,300712,140000,11.82,17.02,0.02692,13505,2017/10/31,363.5546,
泰瑞机器,603289,200000,7.83,11.28,0.03355,20510,2017/10/31,688.1105,
合盛硅业,603260,210000,19.52,28.11,0.04472,60910,2017/10/30,2723.8952,
集泰股份,2909,120000,7.47,10.76,0.02255,10985,2017/10/26,247.71175,
凯伦股份,300715,180000,12.5,18,0.01317,20980,2017/10/26,276.3066,
阿科力,603722,80000,11.24,16.19,0.02395,55460,2017/10/25,1328.267,
京华激光,603607,90000,16.04,23.1,0.02326,48780,2017/10/25,1134.6228,
财通证券,601108,1070000,11.38,16.39,0.12871,10840,2017/10/24,1395.2164,
金鸿顺,603922,120000,17.54,25.26,0.02741,24540,2017/10/23,672.6414,
德生科技,2908,130000,7.58,10.92,0.02382,17535,2017/10/20,417.6837,
风语筑,603466,140000,16.56,23.85,0.02814,55400,2017/10/20,1558.956,
晶华新材,603683,110000,9.34,13.45,0.0285,23080,2017/10/20,657.78,
华森制药,2907,115000,4.53,6.52,0.0309,10905,2017/10/20,336.9645,
万隆光电,300710,175000,14.75,21.24,0.01317,21485,2017/10/19,282.95745,
精研科技,300709,85000,38.7,55.73,0.02339,29610,2017/10/19,692.5779,
金辰股份,603396,180000,19.47,28.04,0.01461,38570,2017/10/18,563.5077,
洛凯股份,603829,160000,7.23,10.41,0.02956,17190,2017/10/17,508.1364,
聚灿光电,300708,255000,2.82,4.06,0.03594,16910,2017/10/16,607.7454,
金逸影视,2905,165000,20.98,30.21,0.02686,15480,2017/10/16,415.7928,
翔港科技,603499,100000,9.24,13.31,0.02427,25580,2017/10/16,620.8266,
宇环数控,2903,100000,12.78,18.4,0.0216,22475,2017/10/13,485.46,
东方材料,603110,100000,13.04,18.78,0.02501,26290,2017/10/13,657.5129,
华阳集团,2906,215000,13.69,19.71,0.04085,10255,2017/10/13,418.91675,
横店影视,603103,150000,15.45,22.25,0.04111,27180,2017/10/12,1117.3698,
威唐工业,300707,195000,15.09,21.73,0.01415,18070,2017/10/10,255.6905,
九典制药,300705,115000,10.37,14.93,0.02567,13540,2017/10/10,347.5718,
国芳集团,601086,480000,3.16,4.55,0.07306,9700,2017/9/29,708.682,
铭普光磁,2902,140000,14.13,20.35,0.02447,19030,2017/9/29,465.6641,
辰欣药业,603367,300000,11.66,16.79,0.05461,19530,2017/9/29,1066.5333,
亚士创能,603378,190000,12.94,18.63,0.03304,25680,2017/9/28,848.4672,
天目湖,603136,200000,19.68,28.34,0.01484,30080,2017/9/27,446.3872,
傲农生物,603363,180000,4.79,6.9,0.04194,18220,2017/9/26,764.1468,
阿石创,300706,195000,9.97,14.36,0.01412,32900,2017/9/26,464.548,
世纪天鸿,300654,90000,7.71,11.1,0.02397,15550,2017/9/26,372.7335,
*ST拉夏,603157,160000,8.41,12.11,0.04086,19900,2017/9/25,813.114,
大理药业,603963,100000,12.58,18.12,0.02433,29920,2017/9/22,727.9536,
哈三联,2900,210000,18.07,26.02,0.03002,10545,2017/9/22,316.5609,
大博医疗,2901,120000,11.56,16.65,0.03102,17895,2017/9/22,555.1029,
台华新材,603055,200000,9.21,13.26,0.04484,14380,2017/9/21,644.7992,
掌阅科技,603533,120000,4.05,5.83,0.03625,52670,2017/9/21,1909.2875,
恒银科技,603106,280000,10.75,15.48,0.04048,21470,2017/9/20,869.1056,
创源股份,300703,200000,19.83,28.56,0.01438,17980,2017/9/19,258.5524,
天宇股份,300702,120000,22.41,32.27,0.02579,21085,2017/9/19,543.78215,
原尚股份,603813,80000,10.17,14.64,0.02503,28740,2017/9/18,719.3622,
梅轮电梯,603321,300000,6.07,8.74,0.04292,14910,2017/9/15,639.9372,
华通热力,2893,120000,8.56,12.33,0.02327,11425,2017/9/15,265.85975,
英派斯,2899,120000,16.05,23.11,0.0236,15780,2017/9/15,372.408,
森霸传感,300701,200000,13.14,18.92,0.01431,17975,2017/9/15,257.22225,
畅联股份,603648,360000,7.37,10.61,0.04854,19610,2017/9/13,951.8694,
赛隆药业,2898,160000,8.31,11.97,0.02688,12405,2017/9/12,333.4464,
岱勒新材,300700,80000,10.49,15.11,0.02356,28870,2017/9/12,680.1772,
广东骏亚,603386,200000,6.23,8.97,0.03448,21550,2017/9/12,743.044,
银都股份,603277,190000,12.37,17.81,0.0461,15340,2017/9/11,707.174,
兆丰股份,300695,165000,62.67,90.24,0.01337,39660,2017/9/8,530.2542,
金域医学,603882,200000,6.93,9.98,0.04669,33950,2017/9/8,1585.1255,
意华股份,2897,105000,20.68,29.78,0.02293,16780,2017/9/7,384.7654,
众源新材,603527,120000,13.27,19.11,0.02847,23620,2017/9/7,672.4614,
电工合金,300697,160000,7.63,10.99,0.0301,14080,2017/9/7,423.808,
天安新材,603725,140000,9.64,13.88,0.03045,19170,2017/9/6,583.7265,
建研院,603183,80000,13.56,19.53,0.02591,52240,2017/9/5,1353.5384,
祥和实业,603500,120000,13.17,18.96,0.02895,28040,2017/9/4,811.758,
光威复材,300699,365000,11.26,16.21,0.04697,31505,2017/9/1,1479.78985,
东珠生态,603359,210000,18.18,26.18,0.03853,36390,2017/9/1,1402.1067,
万马科技,300698,130000,6,8.64,0.02829,20840,2017/8/31,589.5636,
中大力德,2896,200000,11.75,16.92,0.01388,20490,2017/8/29,284.4012,
川恒股份,2895,120000,7.03,10.12,0.03274,11400,2017/8/25,373.236,
昭衍新药,603127,70000,12.51,18.01,0.02651,56820,2017/8/25,1506.2982,
皇马科技,603181,200000,10.36,14.92,0.03453,23840,2017/8/24,823.1952,
圣达生物,603079,200000,15.09,21.73,0.01575,41250,2017/8/23,649.6875,
正川股份,603976,100000,14.32,20.62,0.02766,33080,2017/8/22,914.9928,
