公司名称,股票代码,顶格申购金额,发行价格,收盘价,网上中签率,一签获利,上市日期,inc,
中际旭创,300308,130000,20,21.8,0.37573,560,2012/4/10,210.4088,
远方信息,300306,120000,45,40.62,1.72885,-1130,2012/3/29,-1953.6005,
鞍重股份,2667,130000,25,22.63,0.63809,-1115,2012/3/29,-711.47035,
慈星股份,300307,490000,35,30.22,1.44113,-1850,2012/3/29,-2666.0905,
裕兴股份,300305,160000,42,35.07,0.94478,-3310,2012/3/29,-3127.2218,
德联集团,2666,320000,17,18.5,0.48648,785,2012/3/27,381.8868,
首航高科,2665,260000,30.86,29.19,1.03804,-1505,2012/3/27,-1562.2502,
云意电气,300304,200000,22,22.5,0.88865,-215,2012/3/21,-191.05975,
长方集团,300301,210000,20,21.31,0.55761,1010,2012/3/21,563.1861,
同有科技,300302,120000,21,27.1,0.40577,3330,2012/3/21,1351.2141,
聚飞光电,300303,160000,25,28.67,0.42735,1595,2012/3/19,681.62325,
三诺生物,300298,170000,29,34.37,1.39915,3405,2012/3/19,4764.10575,
富春股份,300299,135000,16,23.36,0.31996,3075,2012/3/19,983.877,
海峡创新,300300,170000,18,22.35,0.79409,2315,2012/3/19,1838.31835,
长鹰信质,2664,260000,16,22.5,0.89414,2775,2012/3/16,2481.2385,
克明面业,2661,160000,21,27,1.12695,2910,2012/3/16,3279.4245,
茂硕电源,2660,190000,18.5,24.5,1.07855,2435,2012/3/16,2626.26925,
普邦股份,2663,300000,30,39,1.3235,5780,2012/3/16,7649.83,
利亚德,300296,200000,16,24.98,0.9703,3425,2012/3/15,3323.2775,
三六五网,300295,100000,34,59.4,1.04428,10065,2012/3/15,10510.6782,
蓝盾股份,300297,190000,16,30.98,0.54347,6070,2012/3/15,3298.8629,
凯文教育,2659,310000,10.1,15.8,0.47729,3395,2012/3/9,1620.39955,
京威股份,2662,600000,20,21.38,1.31977,1090,2012/3/9,1438.5493,
雪迪龙,2658,275000,20.51,26.9,1.09053,3445,2012/3/9,3756.87585,
中国交建,601800,4300000,5.4,6.66,1.28081,1130,2012/3/9,1447.3153,
博雅生物,300294,150000,25,38.8,0.52144,8145,2012/3/8,4247.1288,
蓝英装备,300293,120000,24.8,32.2,0.47774,4255,2012/3/8,2032.7837,
吴通控股,300292,130000,12,20.31,0.29935,4240,2012/2/29,1269.244,
中科金财,2657,140000,22,40.06,0.36141,7345,2012/2/28,2654.55645,
ST摩登,2656,200000,27.8,34.99,1.44096,2315,2012/2/28,3335.8224,
吉视传媒,601929,2200000,7,13.12,2.33011,5470,2012/2/23,12745.7017,
环旭电子,601231,850000,7.6,11.63,1.46359,4790,2012/2/20,7010.5961,
共达电声,2655,240000,11,14.73,0.79322,2010,2012/2/17,1594.3722,
万润科技,2654,170000,12,16.42,0.53988,2315,2012/2/17,1249.8222,
东风股份,601515,440000,13.2,15.97,1.94385,2280,2012/2/16,4431.978,
朗玛信息,300288,100000,22.44,40.96,2.29518,8965,2012/2/16,20576.2887,
利德曼,300289,305000,13,16.51,2.28877,1385,2012/2/16,3169.94645,
荣科科技,300290,135000,11.11,17.52,0.71364,2925,2012/2/16,2087.397,
华录百纳,300291,120000,45,55.46,4.6103,5375,2012/2/9,24780.3625,
飞利信,300287,165000,15,15.65,1.53549,485,2012/2/1,744.71265,
扬子新材,2652,210000,10.1,13.06,0.45621,1260,2012/1/19,574.8246,
海思科,2653,320000,20,19.02,3.14077,-1165,2012/1/17,-3658.99705,
安科瑞,300286,65000,30,35.12,1.13715,1115,2012/1/13,1267.92225,
国瓷材料,300285,120000,26,26.49,1.62584,-1030,2012/1/13,-1674.6152,
温州宏丰,300283,140000,20,28.11,2.31403,3960,2012/1/10,9163.5588,
苏交科,300284,480000,13.3,13.04,1.14553,-330,2012/1/10,-378.0249,
利君股份,2651,300000,25,20.78,1.48834,-1605,2012/1/6,-2388.7857,
ST加加,2650,320000,30,22.1,3.70342,-3900,2012/1/6,-14443.338,
博彦科技,2649,200000,22,19.93,0.69952,-820,2012/1/6,-573.6064,
金明精机,300281,120000,25,21.06,1.45459,-1910,2011/12/29,-2778.2669,
紫天科技,300280,250000,11,9.88,0.5546,-350,2011/12/29,-194.11,
三盛教育,300282,90000,17.2,22.82,0.45336,2650,2011/12/29,1201.404,
和晶科技,300279,125000,15.6,16.09,0.52705,645,2011/12/29,339.94725,
仁东控股,2647,335000,12.8,11.8,0.77329,-695,2011/12/28,-537.43655,
卫星石化,2648,400000,40,35.65,2.7689,-2665,2011/12/28,-7379.1185,
青青稞酒,2646,480000,16,20.3,0.65655,2370,2011/12/22,1556.0235,
佛慈制药,2644,160000,16,19.23,0.48252,1205,2011/12/22,581.4366,
华宏科技,2645,130000,27,25.42,0.99236,-355,2011/12/20,-352.2878,
万润股份,2643,270000,25,25.1,0.94581,20,2011/12/20,18.9162,
荣联科技,2642,200000,25,28.97,0.86658,1570,2011/12/20,1360.5306,
*ST华昌,300278,170000,16.56,17.9,0.43391,300,2011/12/16,130.173,
新华保险,601336,1260000,23.25,26.44,2.2244,3330,2011/12/16,7407.252,
东吴证券,601555,2500000,6.5,7.35,0.91745,1030,2011/12/12,944.9735,
永高股份,2641,400000,18,18.62,0.5762,230,2011/12/8,132.526,
*ST跨境,2640,130000,25.8,29,0.70841,1310,2011/12/8,928.0171,
棒杰股份,2634,130000,18.1,22.62,0.2107,1855,2011/12/5,390.8485,
雪人股份,2639,320000,19.8,18.56,1.05871,-905,2011/12/5,-958.13255,
凤凰传媒,601928,2500000,8.8,11.86,0.95287,3380,2011/11/30,3220.7006,
金安国纪,2636,560000,11.2,12.44,0.52585,470,2011/11/25,247.1495,
安洁科技,2635,240000,23,28.5,1.03334,2530,2011/11/25,2614.3502,
赞宇科技,2637,160000,36,42.27,0.97916,3545,2011/11/25,3471.1222,
*ST勤上,2638,370000,24,24.56,1.17866,535,2011/11/25,630.5831,
海联讯,300277,130000,23,31.2,0.43833,3715,2011/11/23,1628.39595,
申科股份,2633,200000,14,17.89,0.20882,2300,2011/11/22,480.286,
道明光学,2632,210000,23,28.76,0.40771,2490,2011/11/22,1015.1979,
三丰智能,300276,120000,25.5,35.68,0.34299,5375,2011/11/15,1843.57125,
华西能源,2630,330000,17,22.23,0.48508,3100,2011/11/11,1503.748,
德尔未来,2631,320000,22,23.03,0.77253,625,2011/11/11,482.83125,
ST八菱,2592,150000,17.11,27.8,0.31394,5155,2011/11/11,1618.3607,
玉龙股份,601028,636000,10.8,13.24,1.10855,2060,2011/11/7,2283.613,
ST仁智,2629,225000,15,23.13,0.45189,3740,2011/11/3,1690.0686,
光启技术,2625,155000,11.18,19.23,0.36858,3790,2011/11/3,1396.9182,
成都路桥,2628,340000,20,24.49,2.30995,1910,2011/11/3,4412.0045,
宜昌交运,2627,265000,13,17.81,0.63142,2585,2011/11/3,1632.2207,
梅安森,300275,115000,26,40.05,0.82244,7790,2011/11/2,6406.8076,
阳光电源,300274,355000,30.5,34.72,4.34532,1995,2011/11/2,8668.9134,
开能健康,300272,220000,11.5,25.1,0.39784,6445,2011/11/2,2564.0788,
金达威,2626,180000,35,46.82,1.06636,5385,2011/10/28,5742.3486,
完美世界,2624,200000,11.2,25.08,0.30846,6530,2011/10/28,2014.2438,
恒立液压,601100,840000,23,23.78,7.22342,1620,2011/10/28,11701.9404,
和佳医疗,300273,270000,20,32.23,0.80837,7360,2011/10/26,5949.6032,
华宇软件,300271,140000,30.8,37.16,1.3286,3445,2011/10/26,4577.027,
中国电建,601669,15000000,4.5,5.27,9.69528,450,2011/10/18,4362.876,
融钰集团,2622,300000,20,26.12,1.38036,2815,2011/10/18,3885.7134,
亚玛顿,2623,320000,38,38.21,2.88576,-980,2011/10/13,-2828.0448,
中威电子,300270,80000,35,44.6,0.86076,4620,2011/10/12,3976.7112,
ST联建,300269,145000,20,22.46,0.58217,950,2011/10/12,553.0615,
*ST艾格,2619,185000,16.15,17.16,0.67903,190,2011/9/29,129.0157,
丰林集团,601996,460000,14,13.23,0.87954,-770,2011/9/29,-677.2458,
美吉姆,2621,200000,24,24.08,0.93721,-655,2011/9/29,-613.87255,
瑞和股份,2620,150000,30,27.32,2.42289,-930,2011/9/29,-2253.2877,
长城汽车,601633,2440000,13,11.85,7.52183,-700,2011/9/28,-5265.281,
兴源环境,300266,110000,26,29.87,1.13489,1395,2011/9/27,1583.17155,
佳沃股份,300268,130000,25,29.04,0.33575,2690,2011/9/27,903.1675,
尔康制药,300267,365000,17.97,23.99,0.46291,2355,2011/9/27,1090.15305,
长青集团,2616,290000,17.8,16.96,0.56683,-65,2011/9/20,-36.84395,
露笑科技,2617,240000,18,17.55,0.38266,325,2011/9/20,124.3645,
*ST丹邦,2618,320000,13,17.6,0.40095,2335,2011/9/20,936.21825,
明泰铝业,601677,480000,20,18.26,0.94001,-2240,2011/9/19,-2105.6224,
通光线缆,300265,280000,14.38,18.28,0.48438,1270,2011/9/16,615.1626,
巴安水务,300262,130000,18,29.89,0.34486,5655,2011/9/16,1950.1833,
佳创视讯,300264,200000,16.5,18.67,0.63859,250,2011/9/16,159.6475,
隆华科技,300263,160000,33,32.57,1.26472,-1450,2011/9/16,-1833.844,
哈尔斯,2615,180000,18,23.6,0.25262,1730,2011/9/9,437.0326,
奥佳华,2614,200000,52,45.8,1.55237,-3800,2011/9/9,-5899.006,
京运通,601908,480000,42,46.63,0.97064,1110,2011/9/8,1077.4104,
雅本化学,300261,180000,22,26.85,0.32423,3350,2011/9/6,1086.1705,
新莱应材,300260,130000,27,38.71,0.33491,5480,2011/9/6,1835.3068,
新天科技,300259,150000,21.9,30.8,0.43423,3685,2011/8/31,1600.13755,
东方精工,2611,270000,15.5,21.62,0.31327,3220,2011/8/30,1008.7294,
北玻股份,2613,530000,13.5,18.39,0.34133,2845,2011/8/30,971.08385,
朗姿股份,2612,400000,35,47.1,1.43616,5520,2011/8/30,7927.6032,
精锻科技,300258,200000,25,37.64,0.39441,6525,2011/8/26,2573.52525,
开山股份,300257,280000,63,77.4,5.86361,8455,2011/8/19,49576.82255,
星星科技,300256,200000,21,25.04,1.0392,2580,2011/8/19,2681.136,
常山药业,300255,210000,28,31.05,1.47518,1980,2011/8/19,2920.8564,
仟源医药,300254,270000,13,16.82,0.69219,1930,2011/8/19,1335.9267,
江河集团,601886,880000,20,26.35,1.65933,5720,2011/8/18,9491.3676,
卫宁健康,300253,100000,27.5,42.97,0.57696,5740,2011/8/18,3311.7504,
金信诺,300252,215000,16.2,25.08,0.68614,3320,2011/8/18,2277.9848,
宁波建工,601789,800000,6.39,11.23,0.7839,4590,2011/8/16,3598.101,
捷顺科技,2609,240000,14.5,20.96,0.60417,3830,2011/8/15,2313.9711,
爱康科技,2610,400000,16,29.8,0.90099,6320,2011/8/15,5694.2568,
旗滨集团,601636,1340000,9,14.15,0.82849,5040,2011/8/12,4175.5896,
方正证券,601901,7500000,3.9,5.6,2.24077,1980,2011/8/10,4436.7246,
中公教育,2607,170000,22.35,32.18,0.67528,4840,2011/8/10,3268.3552,
江苏国信,2608,290000,22.11,35.04,0.70907,5735,2011/8/10,4066.51645,
林洋能源,601222,600000,18,21.97,2.2401,2180,2011/8/8,4883.418,
大连电瓷,2606,200000,17,28.67,0.34605,4445,2011/8/5,1538.19225,
姚记科技,2605,180000,21,36.06,0.65883,5855,2011/8/5,3857.44965,
光线传媒,300251,220000,52.5,74,1.42446,10845,2011/8/3,15448.2687,
初灵信息,300250,80000,25,44.92,0.30043,10530,2011/8/3,3163.5279,
依米康,300249,155000,17.5,33.6,0.38914,7380,2011/8/3,2871.8532,
融捷健康,300247,160000,16,26.35,0.31682,5775,2011/7/29,1829.6355,
新开普,300248,90000,30,45.15,0.50459,7335,2011/7/29,3701.16765,
龙力退,2604,370000,21.5,25.32,0.70223,2660,2011/7/28,1867.9318,
以岭药业,2603,500000,34.56,44.68,1.45441,6270,2011/7/28,9119.1507,
世纪华通,2602,360000,23,25.39,0.809,1375,2011/7/28,1112.375,
宝莱特,300246,80000,25,43.41,0.39553,7815,2011/7/19,3091.06695,
天玑科技,300245,130000,20,28.08,0.41888,3210,2011/7/19,1344.6048,
迪安诊断,300244,100000,23.5,41.95,0.41657,8090,2011/7/19,3370.0513,
盛通股份,2599,260000,10,16.67,0.75028,3535,2011/7/15,2652.2398,
领益智造,2600,630000,8,19.95,0.58882,6715,2011/7/15,3953.9263,
龙蟒佰利,2601,190000,55,102.68,3.73775,25515,2011/7/15,95368.69125,
佳云科技,300242,150000,10,16.23,0.52645,3120,2011/7/12,1642.524,
瑞丰光电,300241,215000,10.8,18.85,0.39222,4015,2011/7/12,1574.7633,
瑞丰高材,300243,100000,16,26.53,0.55091,5525,2011/7/12,3043.77775,
山东章鼓,2598,320000,10,20.59,0.72204,4915,2011/7/7,3548.8266,
金禾实业,2597,260000,21.5,32.43,3.40754,6065,2011/7/7,20666.7301,
海南瑞泽,2596,250000,12.15,21.88,1.07631,4455,2011/7/7,4794.96105,
飞力达,300240,210000,20,32.56,3.63643,3720,2011/7/6,13527.5196,
东宝生物,300239,150000,9,26.9,0.40223,6620,2011/7/6,2662.7626,
冠昊生物,300238,120000,18.2,44.91,0.68274,9595,2011/7/6,6550.8903,
比亚迪,2594,640000,18,25.45,4.48667,4390,2011/6/30,19696.4813,
赛轮轮胎,601058,700000,6.88,10.02,1.40762,3530,2011/6/30,4968.8986,
美晨生态,300237,110000,25.73,31.35,2.51371,2620,2011/6/29,6585.9202,
上海新阳,300236,150000,11.07,15.8,0.77714,2105,2011/6/29,1635.8797,
方直科技,300235,80000,19.6,28.34,1.26942,4590,2011/6/29,5826.6378,
豪迈科技,2595,400000,24,23.54,9.92946,285,2011/6/28,2829.8961,
日上集团,2593,420000,12.88,14.78,1.5983,725,2011/6/28,1158.7675,
洲明科技,300232,160000,18.57,17.2,2.50891,-450,2011/6/22,-1129.0095,
蓝科高新,601798,640000,11,13.53,1.08086,2330,2011/6/22,2518.4038,
金城医药,300233,250000,18.6,20.37,2.0366,605,2011/6/22,1232.143,
开尔新材,300234,160000,12,15.27,0.81684,2025,2011/6/22,1654.101,
恒大高新,2591,160000,20,19.5,1.52079,-570,2011/6/21,-866.8503,
银信科技,300231,80000,19.62,25.17,0.98462,2935,2011/6/15,2889.8597,
永利股份,300230,180000,12.9,14.3,0.85759,860,2011/6/15,737.5274,
拓尔思,300229,240000,15,16.85,0.99574,565,2011/6/15,562.5931,
三星医疗,601567,500000,20,18.91,12.04676,-980,2011/6/15,-11805.8248,
史丹利,2588,260000,35,31.07,19.16623,-2825,2011/6/10,-54144.59975,
奥拓电子,2587,150000,16,17.18,1.12012,240,2011/6/10,268.8288,
瑞康医药,2589,190000,20,24.44,3.11904,2060,2011/6/10,6425.2224,
万安科技,2590,180000,15.6,18.43,0.88336,820,2011/6/10,724.3552,
富瑞特装,300228,135000,24.98,30.09,8.18671,2115,2011/6/8,17314.89165,
光韵达,300227,130000,12.98,16.43,0.88314,1535,2011/6/8,1355.6199,
上海钢联,300226,80000,23,27.45,1.44678,2985,2011/6/8,4318.6383,
文峰股份,601010,880000,20,18.34,24.68644,-1800,2011/6/3,-44435.592,
骆驼股份,601311,600000,18.6,17.55,9.58261,-1640,2011/6/2,-15715.4804,
*ST围海,2586,210000,19,21.6,2.10219,660,2011/6/2,1387.4454,
双星新材,2585,400000,55,48.7,65.52084,-4255,2011/6/2,-278791.1742,
西陇科学,2584,400000,12.5,14.79,1.23633,735,2011/6/2,908.70255,
北京君正,300223,160000,43.8,41.21,10.14224,-340,2011/5/31,-3448.3616,
正海磁材,300224,320000,21.09,24.19,2.24167,1900,2011/5/31,4259.173,
金力泰,300225,130000,28,26.58,1.55867,-590,2011/5/31,-919.6153,
九牧王,601566,960000,22,19.13,9.64073,-2050,2011/5/30,-19763.4965,
浙文影业,601599,420000,10,16.79,0.78058,3670,2011/5/27,2864.7286,
海能达,2583,500000,19.9,17.55,6.0224,-1895,2011/5/27,-11412.448,
科大智能,300222,120000,32.4,31.25,2.71424,-1595,2011/5/25,-4329.2128,
银禧科技,300221,200000,18,17.76,2.21813,-630,2011/5/25,-1397.4219,
金运激光,300220,70000,23.36,35.5,0.74091,4965,2011/5/25,3678.61815,
东材科技,601208,640000,20,22.78,8.33383,2920,2011/5/20,24334.7836,
好想你,2582,140000,46,48.6,8.92876,1165,2011/5/20,10402.0054,
未名医药,2581,200000,19,21.4,1.37732,1765,2011/5/20,2430.9698,
桐昆股份,601233,960000,27,29.71,8.09043,1490,2011/5/18,12054.7407,
鸿利智汇,300219,250000,16,18.31,0.96342,1065,2011/5/18,1026.0423,
东方电热,300217,180000,25.88,30.31,5.94551,1300,2011/5/18,7729.163,
安利股份,300218,210000,18,18.67,2.80024,440,2011/5/18,1232.1056,
千山退,300216,130000,29.3,33.8,4.02804,2955,2011/5/11,11902.8582,
电科院,300215,90000,76,81,18.6914,2045,2011/5/11,38223.913,
日科化学,300214,280000,22,20.9,2.34808,-455,2011/5/11,-1068.3764,
ST华鼎,601113,640000,14,13.42,1.43884,40,2011/5/9,57.5536,
中京电子,2579,150000,17,18.1,1.037,140,2011/5/6,145.18,
圣阳股份,2580,150000,25.8,23.51,2.59483,-435,2011/5/6,-1128.75105,
吉鑫科技,601218,400000,22.5,19.97,5.54946,-2910,2011/5/6,-16148.9286,
易华录,300212,135000,30.46,27.7,2.79244,-1650,2011/5/5,-4607.526,
亿通科技,300211,100000,25.75,29.44,1.48088,690,2011/5/5,1021.8072,
佳讯飞鸿,300213,160000,22,19.83,1.10225,-1415,2011/5/5,-1559.68375,
闽发铝业,2578,340000,15.18,18.4,0.64979,755,2011/4/28,490.59145,
雷柏科技,2577,250000,38,32.09,2.84444,-3610,2011/4/28,-10268.4284,
通达动力,2576,250000,19,17.25,1.76545,-1315,2011/4/28,-2321.56675,
ST庞大,601258,1100000,45,34.58,21.56808,-10770,2011/4/28,-232288.2216,
森远股份,300210,150000,22,27,0.71705,1355,2011/4/26,971.60275,
天泽信息,300209,160000,34.28,30.24,2.63387,-2560,2011/4/26,-6742.7072,
青岛中程,300208,140000,25,23.25,0.80163,-1140,2011/4/26,-913.8582,
清新环境,2573,300000,45,41.27,2.10006,-2305,2011/4/22,-4840.6383,
*ST群兴,2575,270000,20,19.32,1.36493,-580,2011/4/22,-791.6594,
明牌珠宝,2574,480000,32,35.78,1.85634,2530,2011/4/22,4696.5402,
欣旺达,300207,370000,18.66,20.95,0.70493,195,2011/4/21,137.46135,
理邦仪器,300206,200000,38,36.1,3.08195,-655,2011/4/21,-2018.67725,
天喻信息,300205,150000,40,37.04,2.94088,-1890,2011/4/21,-5558.2632,
舒泰神,300204,130000,52.5,49.87,1.42591,-2270,2011/4/15,-3236.8157,
聚光科技,300203,360000,20,21.44,0.56044,-4400,2011/4/15,-2465.936,
*ST 聚龙,300202,165000,22.38,26,0.63263,2165,2011/4/15,1369.64395,
贝因美,2570,340000,42,41.98,3.29922,1215,2011/4/12,4008.5523,
ST步森,2569,180000,16.88,27.49,0.66734,5250,2011/4/12,3503.535,
索菲亚,2572,105000,86,77.4,7.35434,-3885,2011/4/12,-28571.6109,
德力股份,2571,170000,28.8,27.23,1.26203,-780,2011/4/12,-984.3834,
高盟新材,300200,215000,21.88,20.83,0.70852,-520,2011/4/7,-368.4304,
翰宇药业,300199,200000,30.19,29.3,1.27854,-465,2011/4/7,-594.5211,
纳川股份,300198,180000,31,29.58,1.3235,-295,2011/4/7,-390.4325,
海伦哲,300201,160000,21,22.83,0.44791,805,2011/4/7,360.56755,
节能铁汉,300197,120000,67.58,77.65,0.93981,3225,2011/3/29,3030.88725,
长海股份,300196,240000,18.58,21.72,0.30338,1625,2011/3/29,492.9925,
长荣股份,300195,200000,40,37.02,1.00983,-1865,2011/3/29,-1883.33295,
唐人神,2567,200000,27,28.53,0.65161,195,2011/3/25,127.06395,
百润股份,2568,160000,26,33.61,0.40354,2775,2011/3/25,1119.8235,
福安药业,300194,265000,41.88,40.11,1.14418,-815,2011/3/22,-932.5067,
佳士科技,300193,440000,26.5,25.51,1.00469,-380,2011/3/22,-381.7822,
科德教育,300192,140000,22.82,27.9,0.42076,2040,2011/3/22,858.3504,
益盛药业,2566,220000,39.9,40.04,1.37683,-460,2011/3/18,-633.3418,
顺灏股份,2565,260000,31.2,30.41,1.05128,-585,2011/3/18,-614.9988,
江南水务,601199,470000,18.8,20.55,0.47846,800,2011/3/17,382.768,
美亚柏科,300188,100000,40,50.1,0.89872,4970,2011/3/16,4466.6384,
神农科技,300189,320000,24,26.85,0.64618,880,2011/3/16,568.6384,
维尔利,300190,100000,58.5,66,0.84583,5230,2011/3/16,4423.6909,
潜能恒信,300191,160000,41.46,43.81,1.05051,595,2011/3/16,625.05345,
森马服饰,2563,560000,67,62.11,2.50442,-2455,2011/3/11,-6148.3511,
天沃科技,2564,380000,29.5,34,0.48828,1720,2011/3/10,839.8416,
兄弟科技,2562,200000,21,28.8,0.25927,3795,2011/3/10,983.92965,
宝泰隆,601011,700000,18,25.75,0.78687,6790,2011/3/9,5342.8473,
永清环保,300187,130000,40,48.6,0.72752,4295,2011/3/8,3124.6984,
通裕重工,300185,720000,25,24.39,2.25231,215,2011/3/8,484.24665,
徐家汇,2561,500000,16,20.93,1.15136,2855,2011/3/3,3287.1328,
通达股份,2560,160000,28.8,32.45,1.4529,1180,2011/3/3,1714.422,
亚威股份,2559,150000,40,38.4,1.81137,-1070,2011/3/3,-1938.1659,
辉隆股份,2556,300000,37.5,38.68,1.03479,185,2011/3/2,191.43615,
三七互娱,2555,130000,35,36.88,0.67748,230,2011/3/2,155.8204,
三江购物,601116,480000,11.8,21.78,0.4691,8660,2011/3/2,4062.406,
洽洽食品,2557,400000,40,38.22,2.07163,-1085,2011/3/2,-2247.71855,
巨人网络,2558,120000,30,38.13,0.44397,4680,2011/3/2,2077.7796,
金隅集团,601992,0,9,15.05,0,5470,2011/3/1,0,
惠博普,2554,280000,26,28.71,0.54154,1965,2011/2/25,1064.1261,
南方轴承,2553,170000,17,25.16,0.36306,4510,2011/2/25,1637.4006,
宝鼎科技,2552,200000,20,25.55,0.30432,2855,2011/2/25,868.8336,
尚荣医疗,2551,160000,46,60.01,0.91738,6115,2011/2/25,5609.7787,
佐力药业,300181,160000,23.5,28.18,1.6534,1995,2011/2/22,3298.533,
华峰超纤,300180,320000,19.73,20.19,4.16389,45,2011/2/22,187.37505,
君正集团,601216,960000,25.5,27.64,6.15985,600,2011/2/22,3695.91,
捷成股份,300182,110000,55,67.2,3.92287,5540,2011/2/22,21732.6998,
力源信息,300184,130000,20,24.68,1.44905,2840,2011/2/22,4115.302,
东软载波,300183,200000,41.45,44.24,2.40067,2750,2011/2/22,6601.8425,
千红制药,2550,320000,32,39.22,2.72294,4055,2011/2/18,11041.5217,
凯美特气,2549,160000,25.48,37.5,1.9151,6960,2011/2/18,13329.096,
金新农,2548,150000,24,28.05,1.72281,2055,2011/2/18,3540.37455,
春兴精工,2547,280000,16,22.01,0.96409,2900,2011/2/18,2795.861,
派生科技,300176,180000,16.28,20.6,1.18882,2625,2011/2/15,3120.6525,
朗源股份,300175,210000,17.1,21.42,1.90471,2875,2011/2/15,5476.04125,
*ST腾邦,300178,240000,21.9,32.13,2.35078,4175,2011/2/15,9814.5065,
中海达,300177,100000,46.8,58.03,3.02414,5330,2011/2/15,16118.6662,
四方达,300179,160000,24.75,32.75,2.8725,3390,2011/2/15,9737.775,
新联电子,2546,160000,33.8,46.4,3.9342,5345,2011/2/11,21028.299,
东方铁塔,2545,345000,39.49,41.17,10.10998,540,2011/2/11,5459.3892,
汉得信息,300170,240000,25.32,24.41,2.2356,-240,2011/2/1,-536.544,
东富龙,300171,160000,86,86.37,7.16403,-895,2011/2/1,-6411.80685,
中电环保,300172,200000,25.16,28.6,1.01797,2340,2011/2/1,2382.0498,
福能东方,300173,130000,22.39,23.97,1.57454,425,2011/2/1,669.1795,
元力股份,300174,135000,24,25.33,1.89079,715,2011/2/1,1351.91485,
星宇股份,601799,480000,21.24,19.73,5.76927,-1770,2011/2/1,-10211.6079,
广电电气,601616,840000,19,17.9,3.43163,-1480,2011/2/1,-5078.8124,
大智慧,601519,800000,23.2,25.38,1.82946,900,2011/1/28,1646.514,
杰赛科技,2544,170000,28,30.15,0.87436,255,2011/1/28,222.9618,
万和电气,2543,400000,30,28.03,2.06752,-1350,2011/1/28,-2791.152,
中化岩土,2542,130000,37,35.92,1.40936,-1100,2011/1/28,-1550.296,
博威合金,601137,440000,27,25.75,2.57421,-2150,2011/1/27,-5534.5515,
东方国信,300166,80000,55.36,47.95,0.73867,-2175,2011/1/25,-1606.60725,
天瑞仪器,300165,140000,65,54.16,1.08891,-4900,2011/1/25,-5335.659,
万达信息,300168,240000,28,24.6,0.43838,-1410,2011/1/25,-618.1158,
天晟新材,300169,180000,32,40.4,0.6476,3575,2011/1/25,2315.17,
迪威迅,300167,85000,51.28,44,0.61699,-2700,2011/1/25,-1665.873,
风范股份,601700,440000,35,29.96,1.64097,-5380,2011/1/18,-8828.4186,
鸿路钢构,2541,250000,41,38.31,2.27924,-275,2011/1/18,-626.791,
亚太科技,2540,300000,40,34.5,2.38621,-2535,2011/1/18,-6049.04235,
云图控股,2539,330000,33.88,29.6,2.44631,-1980,2011/1/18,-4843.6938,
司尔特,2538,300000,26,23.94,0.83626,-475,2011/1/18,-397.2235,
雷曼光电,300162,135000,38,42.21,0.63608,2260,2011/1/13,1437.5408,
秀强股份,300160,180000,35,33.58,1.25901,-675,2011/1/13,-849.83175,
华中数控,300161,215000,26,27.92,0.60251,1200,2011/1/13,723.012,
先锋新材,300163,160000,26,28.7,0.69149,390,2011/1/13,269.6811,
通源石油,300164,130000,51.1,58.59,0.92787,1065,2011/1/13,988.18155,
退市锐电,601558,840000,90,81.37,2.98099,-11720,2011/1/13,-34937.2028,
飞龙股份,2536,190000,36,38.58,1.42682,550,2011/1/11,784.751,
*ST林重,2535,400000,25,29.09,1.13249,2105,2011/1/11,2383.89145,
海联金汇,2537,200000,40,39.36,1.45112,-1305,2011/1/10,-1893.7116,
杭锅股份,2534,330000,26,33.31,0.68636,2200,2011/1/10,1509.992,
安居宝,300155,140000,49,47.7,1.37729,-1210,2011/1/7,-1666.5209,
神雾退,300156,160000,58,66.74,1.01267,3605,2011/1/7,3650.67535,
恒泰艾普,300157,170000,57,70.05,1.70959,6595,2011/1/7,11274.74605,
振东制药,300158,280000,38.8,39.03,1.09434,-540,2011/1/7,-590.9436,
新研股份,300159,85000,69.98,106.62,1.28354,17940,2011/1/7,23026.7076,
海南橡胶,601118,3900000,5.99,11.01,1.32148,5540,2011/1/7,7320.9992,
四方股份,601126,600000,23,31.11,0.6277,8730,2010/12/31,5479.821,
金杯电工,2533,280000,33.8,34.66,0.99526,405,2010/12/31,403.0803,
天山铝业,2532,160000,32.88,37,0.68513,1970,2010/12/31,1349.7061,
天顺风能,2531,400000,24.9,25.32,0.52874,45,2010/12/31,23.7933,
金财互联,2530,270000,12,22,0.35759,4095,2010/12/31,1464.33105,
科融环境,300152,220000,39,51.05,0.46221,5870,2010/12/29,2713.1727,
瑞凌股份,300154,220000,38.5,39.7,0.82091,975,2010/12/29,800.38725,
科泰电源,300153,160000,40,40.78,0.46908,-355,2010/12/29,-166.5234,
亚星锚链,601890,720000,22.5,23.98,0.91528,-360,2010/12/28,-329.5008,
*ST海源,2529,300000,18,23.39,0.52059,2335,2010/12/24,1215.57765,
新时达,2527,400000,16,24.51,0.54907,4595,2010/12/24,2522.97665,
英飞拓,2528,290000,53.8,57.63,1.1861,1235,2010/12/24,1464.8335,
昌红科技,300151,130000,34,44.49,0.56826,3770,2010/12/22,2142.3402,
睿智医药,300149,135000,28,42.41,0.31428,5980,2010/12/22,1879.3944,
